"TAZ","TOTHH","TOTPOP","hh_size_1","hh_size_2","hh_size_3","hh_size_4_plus","hh_wrks_0","hh_wrks_1","hh_wrks_2","hh_wrks_3_plus","hh_kids_no","hh_kids_yes","HHINCQ1","HHINCQ2","HHINCQ3","HHINCQ4","AGE0004","AGE0519","AGE2044","AGE4564","AGE65P","gq_tot_pop","gq_type_univ","gq_type_mil","gq_type_othnon"
26,713,1558,302,240,87,84,276,269,120,48,620,93,501,82,88,42,43,120,500,491,404,13,0,0,13
27,1524,2876,750,526,141,107,642,534,279,69,1348,176,900,219,196,209,86,250,839,745,956,1,0,0,1
28,1920,3375,959,710,137,114,644,706,476,94,1813,107,550,322,313,735,9,213,1369,920,864,2,0,0,2
29,3274,5391,2059,893,205,117,638,1919,625,92,3089,185,967,872,719,716,56,355,3149,1126,705,241,241,0,0
30,4511,8149,2783,1091,347,290,1319,2240,780,172,4156,355,2242,1144,570,555,128,410,4428,2281,902,478,0,0,478
31,2465,3926,1485,767,160,53,702,1296,457,10,2326,139,1361,560,302,242,71,155,2170,1146,384,80,28,0,52
32,3066,4851,1880,865,228,93,866,1205,924,71,2887,179,1058,418,603,987,247,35,2882,952,735,17,0,0,17
33,2519,4999,1051,1082,225,161,500,905,908,206,2345,174,496,414,471,1138,120,151,3047,964,717,10,0,0,10
34,2624,4436,1324,1025,216,59,701,953,864,106,2503,121,554,514,382,1174,50,185,2470,886,845,0,0,0,0
35,2547,4927,1254,752,333,208,621,1155,574,197,2262,285,490,635,587,835,59,382,2298,1092,1096,0,0,0,0
36,2536,5739,914,877,437,308,941,729,686,180,2104,432,1650,444,248,194,152,454,2096,1651,1386,0,0,0,0
37,1722,3295,834,584,147,157,660,553,396,113,1555,167,929,268,165,360,35,202,1465,909,684,2,0,0,2
38,2411,4617,1067,837,305,202,413,1265,614,119,2080,331,445,435,580,951,175,318,2268,1154,702,14,0,0,14
39,2023,4378,608,996,282,137,366,831,752,74,1793,230,549,295,444,735,49,306,2263,832,928,0,0,0,0
40,2494,4347,1157,1092,125,120,625,1138,621,110,2318,176,575,358,538,1023,95,236,2140,940,936,5,0,0,5
41,2034,3980,936,838,127,133,590,773,640,31,1795,239,739,385,417,493,83,319,1807,935,836,14,0,0,14
42,586,2676,72,127,219,168,128,187,158,113,394,192,250,164,68,104,95,640,1450,403,88,698,562,0,136
43,3171,5422,1679,1101,197,194,386,1721,1055,9,2831,340,487,540,794,1350,384,187,3189,1135,527,16,0,0,16
44,3581,6354,1665,1435,369,112,620,1594,1205,162,3246,335,543,638,979,1421,168,399,4075,967,745,53,50,0,3
45,2667,5040,1307,874,265,221,419,1283,766,199,2372,295,273,434,549,1411,228,234,3157,832,589,0,0,0,0
46,3977,6801,2014,1510,362,91,613,2025,1159,180,3727,250,693,617,769,1898,206,191,4233,1321,850,109,103,0,6
47,1593,2605,1021,377,106,89,353,920,279,41,1456,137,281,220,443,649,126,132,1321,611,415,31,0,0,31
48,1992,3987,889,610,335,158,324,842,786,40,1627,365,400,234,333,1025,223,331,2124,764,545,0,0,0,0
49,2239,4038,1150,696,238,155,524,1196,497,22,1897,342,295,298,585,1061,158,431,1621,1115,713,28,25,0,3
50,2333,4735,1003,777,302,251,505,860,904,64,1922,411,461,282,403,1187,396,339,2582,930,488,2,0,0,2
51,2096,3646,1118,685,172,121,462,1093,510,31,1849,247,296,438,496,866,108,335,1843,725,635,9,0,0,9
52,1315,4125,206,288,291,530,48,619,373,275,673,642,80,165,194,876,414,781,2095,735,100,8,0,0,8
53,85,250,53,28,2,2,3,61,20,1,82,3,4,19,34,28,2,2,207,34,5,126,0,0,126
54,2648,7070,915,828,264,641,572,1126,611,339,2030,618,715,652,429,852,356,897,2513,1977,1327,67,0,0,67
55,1549,3858,482,587,219,261,353,635,408,153,1246,303,332,478,323,416,219,262,1433,1200,744,0,0,0,0
56,57,99,20,31,6,0,19,11,27,0,51,6,0,13,17,27,6,0,59,78,-44,0,0,0,0
57,935,2497,191,309,173,262,248,453,230,4,561,374,111,165,161,498,137,604,473,789,494,0,0,0,0
58,2529,5403,983,797,548,201,694,955,768,112,2135,394,978,489,455,607,213,315,2024,1687,1164,31,0,0,31
59,3117,8042,877,1140,480,620,699,1087,1058,273,2453,664,768,767,750,832,312,948,3131,2088,1563,67,0,0,67
60,1541,4051,419,474,316,332,305,564,510,162,1220,321,366,385,378,412,103,501,1594,1149,704,2,0,0,2
61,1946,4338,708,628,385,225,543,681,539,183,1697,249,572,543,393,438,107,337,1839,1233,822,3,0,0,3
62,3209,7122,1229,1033,540,407,620,1331,1020,238,2548,661,862,697,767,883,527,618,2946,1734,1297,7,0,0,7
63,2290,5661,670,775,387,458,552,845,644,249,1796,494,512,631,519,628,304,576,2061,1673,1047,6,0,0,6
64,3018,7100,877,1226,574,341,524,1316,1033,145,2531,487,886,630,666,836,186,819,3414,1605,1076,5,0,0,5
65,2367,5628,947,728,306,386,417,1111,626,213,1940,427,574,544,505,744,267,574,2438,1401,948,26,0,0,26
66,1944,4619,671,651,215,407,382,794,553,215,1621,323,485,447,506,506,308,328,2337,994,652,2,0,0,2
67,2116,5134,661,732,294,429,507,619,643,347,1785,331,545,411,413,747,224,369,2745,1138,658,9,0,0,9
68,1445,3232,536,520,194,195,447,549,340,109,1211,234,405,364,304,372,164,252,1550,687,579,10,0,0,10
69,2858,8629,890,1176,412,380,394,1237,987,240,2377,481,521,562,679,1096,391,2784,3160,1461,833,2191,2086,0,105
70,2894,5789,963,1295,411,225,540,1145,1087,122,2402,492,579,532,628,1155,346,409,3010,1284,740,1,0,0,1
71,1959,4542,761,581,256,361,487,903,534,35,1461,498,316,293,385,965,359,610,1615,1175,783,188,0,0,188
72,952,2057,365,371,108,108,105,386,395,66,808,144,161,233,173,385,137,132,1079,406,303,25,0,0,25
73,2402,4295,1102,986,204,110,767,940,638,57,2179,223,742,526,261,873,233,141,2253,717,951,0,0,0,0
74,2382,3789,1445,720,170,47,1155,670,476,81,2261,121,1062,382,422,516,46,90,1351,894,1408,102,93,0,9
75,1578,2488,962,535,54,27,568,591,389,30,1527,51,359,388,392,439,11,42,1324,406,705,105,0,0,105
76,1763,2820,1055,552,99,57,677,769,267,50,1704,59,794,268,277,424,74,44,1313,637,752,13,0,0,13
77,2074,4348,933,656,219,266,694,802,466,112,1836,238,901,389,312,472,114,357,2144,814,919,6,0,0,6
78,2625,5559,1056,1042,296,231,1265,768,486,106,2220,405,1722,453,182,268,54,673,2422,1036,1374,11,0,0,11
79,1816,3247,980,643,85,108,342,881,504,89,1705,111,466,434,292,624,88,99,1878,812,370,39,0,0,39
80,2026,4597,712,783,216,315,291,850,615,270,1784,242,530,254,315,927,211,246,2771,1043,326,81,0,0,81
81,3555,6887,1720,1260,285,290,769,1539,969,278,3265,290,1097,666,716,1076,227,363,4142,1614,541,200,0,0,200
82,1577,3139,657,615,208,97,277,743,484,73,1366,211,290,396,334,557,148,197,1473,1024,297,3,0,0,3
83,2216,4113,995,818,265,138,456,790,877,93,1975,241,267,326,428,1195,175,190,1886,1208,654,0,0,0,0
84,2386,5006,826,1037,353,170,247,858,1083,198,2123,263,323,314,416,1333,208,172,3246,1059,321,72,0,0,72
85,1851,3743,719,762,232,138,170,778,699,204,1733,118,256,412,491,692,106,143,2175,761,558,28,0,0,28
86,3281,7481,1353,1051,332,545,898,1070,1095,218,2690,591,1108,669,499,1005,571,671,3883,1425,931,161,0,0,161
87,2289,5579,786,715,494,294,502,748,748,291,1885,404,451,424,482,932,238,386,3082,1219,654,192,21,0,171
88,2501,5857,739,1000,504,258,274,866,901,460,2290,211,278,608,635,980,143,174,3911,1180,449,72,0,0,72
89,3371,7370,1182,1246,506,437,506,1371,1282,212,2750,621,629,473,643,1626,347,703,3790,1747,783,100,0,0,100
90,2118,4800,790,676,407,245,362,844,704,208,1782,336,479,425,421,793,238,361,2719,1062,420,120,54,0,66
91,2268,4972,857,921,191,299,469,995,756,48,1887,381,323,513,541,891,166,726,2227,1199,654,353,345,0,8
92,1045,2511,302,404,173,166,427,205,313,100,815,230,357,90,186,412,127,353,849,859,323,12,0,0,12
93,4144,7937,1861,1503,380,400,678,1891,1316,259,3760,384,538,940,1002,1664,303,364,3945,2398,927,1,0,0,1
94,1412,3023,461,676,161,114,161,618,562,71,1200,212,185,295,277,655,99,233,1307,1051,333,86,0,0,86
95,1453,3077,492,594,210,157,202,713,487,51,1130,323,178,203,319,753,299,265,1202,898,413,5,0,0,5
96,1208,2592,404,495,156,153,131,569,475,33,946,262,151,119,289,649,82,352,1078,792,288,0,0,0,0
97,1718,3808,576,581,356,205,269,742,566,141,1362,356,239,296,342,841,329,255,1884,910,430,2,0,0,2
98,1930,4247,561,857,252,260,374,731,750,75,1526,404,152,392,378,1008,224,443,1905,1086,589,1,0,0,1
99,2141,4831,753,836,368,184,316,834,751,240,1926,215,435,409,422,875,168,309,2788,1039,527,172,0,0,172
100,1874,4796,546,708,296,324,286,726,695,167,1473,401,681,352,324,517,82,589,2574,1089,462,66,0,0,66
101,2794,6269,1118,794,529,353,515,1050,841,388,2336,458,1038,380,657,719,258,398,3773,1211,629,132,0,0,132
102,2563,4998,1045,1086,242,190,356,1035,1049,123,2299,264,403,378,447,1335,190,251,3111,1054,392,45,0,0,45
103,2741,4953,1308,1024,277,132,762,1096,815,68,2479,262,523,301,639,1278,315,135,2351,1482,670,7,0,0,7
104,1780,3388,783,699,165,133,326,803,471,180,1612,168,395,316,388,681,98,132,1935,820,403,25,0,0,25
105,3212,6108,1512,1111,422,167,978,1260,843,131,2926,286,1456,329,610,817,219,274,3071,1642,902,88,0,0,88
106,3098,5999,1671,858,392,177,888,1294,795,121,2753,345,1506,654,426,512,273,295,3390,1416,625,284,0,0,284
107,747,2083,289,217,120,121,101,322,239,85,619,128,147,179,192,229,70,102,1437,313,161,271,0,0,271
108,462,984,204,182,46,30,104,135,210,13,374,88,80,78,100,204,48,54,698,134,50,106,95,0,11
109,3861,8597,1407,1705,460,289,732,1559,1476,94,3246,615,881,466,662,1852,484,497,5886,953,777,742,665,0,77
110,1187,2650,446,502,144,95,225,480,453,29,998,189,252,150,213,572,151,169,1852,321,157,227,204,0,23
111,1116,2401,270,636,141,69,92,337,635,52,973,143,91,131,187,707,153,66,1550,471,161,40,0,0,40
112,992,2231,260,463,149,120,93,360,449,90,825,167,64,132,199,597,144,165,1205,546,171,1,0,0,1
113,2544,6090,629,1041,531,343,640,1070,659,175,1611,933,742,318,471,1013,537,827,2961,1297,468,8,0,0,8
114,1621,3412,598,566,311,146,190,752,625,54,1262,359,170,246,280,925,242,288,1509,1028,345,5,0,0,5
115,698,1899,159,318,107,114,116,197,265,120,584,114,230,155,181,132,104,180,623,546,446,93,0,0,93
116,1920,5302,466,632,376,446,154,717,776,273,1406,514,421,342,287,870,358,540,2739,1253,412,49,0,0,49
117,1578,4650,440,447,319,372,266,491,518,303,1175,403,293,307,420,558,231,483,2431,1155,350,24,0,0,24
118,1540,5397,293,424,302,521,210,523,477,330,1031,509,521,340,329,350,387,881,2567,1204,358,32,0,0,32
119,830,2601,188,231,205,206,65,361,228,176,708,122,139,158,187,346,104,172,1313,539,473,69,0,0,69
120,1177,3535,264,442,213,258,150,404,434,189,851,326,285,220,273,399,274,400,1878,701,282,42,0,0,42
121,1340,3796,276,481,261,322,142,507,562,129,957,383,169,290,214,667,305,356,1598,1109,428,65,0,0,65
122,2130,6019,599,675,367,489,410,817,676,227,1635,495,328,525,395,882,591,458,2866,1399,705,210,0,0,210
123,1766,4567,415,658,266,427,253,612,691,210,1307,459,366,363,239,798,358,391,2154,1201,463,63,0,0,63
124,1358,4172,259,468,269,362,111,574,492,181,892,466,319,245,247,547,189,634,1662,1326,361,16,0,0,16
125,1110,3250,279,392,145,294,81,470,414,145,810,300,203,188,249,470,230,303,1222,941,554,6,0,0,6
126,1415,5049,257,333,409,416,166,588,428,233,824,591,394,289,311,421,348,775,1980,1363,583,15,0,0,15
127,1868,4066,572,818,262,216,370,765,710,23,1440,428,322,370,329,847,294,410,1673,1011,678,26,0,0,26
128,2510,5122,1116,808,283,303,347,1078,961,124,2100,410,553,325,557,1075,347,435,2626,1276,438,47,0,0,47
129,2155,4372,815,796,389,155,520,861,642,132,1744,411,453,257,534,911,202,401,1667,1374,728,0,0,0,0
130,1835,4235,593,625,335,282,432,720,537,146,1389,446,487,264,303,781,263,583,1340,1202,847,0,0,0,0
131,2689,6854,420,1265,450,554,584,930,1048,127,1927,762,479,509,451,1250,512,854,2047,2124,1317,0,0,0,0
132,1313,3804,193,517,254,349,347,429,430,107,831,482,194,240,305,574,302,686,905,987,924,4,0,0,4
133,2436,6748,471,992,458,515,340,931,940,225,1843,593,309,634,686,807,419,639,2911,1783,996,2,0,0,2
134,2796,9402,456,1016,402,922,484,768,1149,395,1907,889,649,562,663,922,657,1185,3483,2393,1684,59,0,0,59
135,1621,5937,210,400,333,678,270,647,491,213,994,627,663,430,292,236,345,941,1977,1952,722,5,0,0,5
136,1000,3271,158,331,159,352,149,256,332,263,679,321,143,341,235,281,162,406,945,1057,701,23,0,0,23
137,1605,5497,309,443,282,571,348,486,452,319,1157,448,535,429,297,344,200,777,1786,1729,1005,7,0,0,7
138,2721,9978,467,566,625,1063,533,875,763,550,1770,951,801,730,649,541,444,1510,3672,2591,1761,73,0,0,73
139,1302,5174,214,241,327,520,277,268,473,284,850,452,445,344,227,286,279,642,1811,1646,796,31,0,0,31
140,1202,3916,201,324,251,426,181,512,363,146,850,352,333,368,268,233,163,631,1322,1175,625,0,0,0,0
141,807,2960,196,166,122,323,276,196,199,136,595,212,234,282,147,144,40,411,1325,1001,183,103,0,0,103
142,136,305,66,51,9,10,21,61,54,0,106,30,45,19,42,30,29,10,199,67,0,63,0,0,63
143,410,1538,137,69,59,145,82,121,123,84,279,131,182,135,38,55,108,208,621,315,286,64,0,0,64
144,1550,4549,407,513,260,370,447,760,242,101,831,719,991,288,122,149,489,1144,1636,817,463,6,0,0,6
145,919,2740,288,201,201,229,363,482,74,0,482,437,673,188,27,31,213,989,894,517,127,18,0,0,18
146,197,513,43,81,39,34,64,68,51,14,142,55,81,32,42,42,20,87,118,200,88,0,0,0,0
147,1216,4513,307,306,95,508,313,355,295,253,735,481,518,273,260,165,320,888,1698,1168,439,112,0,0,112
148,910,3432,132,301,153,324,284,189,263,174,533,377,494,169,119,128,185,789,1338,737,383,0,0,0,0
149,1667,4809,325,605,387,350,275,693,523,176,1151,516,344,402,485,436,371,758,2069,979,632,7,0,0,7
150,1030,3429,145,337,224,324,222,308,344,156,620,410,441,249,145,195,197,591,1122,1038,481,0,0,0,0
151,634,1852,130,219,76,209,92,245,222,75,424,210,197,189,137,111,88,284,583,601,296,21,0,0,21
152,1492,4877,368,353,353,418,354,383,470,285,1118,374,330,338,485,339,173,703,1792,1454,755,57,0,0,57
153,1207,5023,190,270,160,587,166,266,386,389,745,462,231,383,321,272,347,646,2093,1402,535,0,0,0,0
154,1153,3898,195,242,197,519,274,326,366,187,791,362,437,399,263,54,144,596,1293,1205,660,11,0,0,11
155,1033,3581,176,264,162,431,241,307,304,181,688,345,376,313,216,128,230,436,1121,1041,753,17,0,0,17
156,721,3067,106,163,117,335,144,195,170,212,383,338,279,226,87,129,211,618,1117,738,383,6,0,0,6
157,966,3446,143,291,150,382,374,260,236,96,481,485,610,227,58,71,190,910,1267,798,281,0,0,0,0
158,293,946,103,74,42,74,176,68,16,33,224,69,220,10,52,11,24,150,368,212,192,124,0,0,124
159,1539,5174,251,480,401,407,323,470,430,316,1126,413,349,558,412,220,134,618,1972,1716,734,25,0,0,25
160,1434,5330,221,319,308,586,324,288,429,393,870,564,407,504,233,290,249,886,2005,1334,856,0,0,0,0
161,1297,5041,195,373,214,515,141,506,323,327,879,418,308,402,337,250,343,680,2001,1469,548,3,0,0,3
162,1379,5069,266,310,266,537,328,431,334,286,994,385,457,426,235,261,188,634,1898,1513,836,8,0,0,8
163,1234,4695,111,336,248,539,192,406,428,208,761,473,353,371,315,195,228,696,1414,1506,851,16,0,0,16
164,2012,7781,231,575,278,928,179,682,695,456,1396,616,348,788,502,374,187,1209,2670,2511,1204,57,0,0,57
165,2008,7217,388,488,376,756,373,694,492,449,1559,449,589,467,487,465,323,721,2801,2271,1101,12,0,0,12
166,2879,10799,405,796,584,1094,380,880,824,795,2117,762,686,852,711,630,442,1305,4301,3209,1542,47,0,0,47
167,1889,6901,312,513,391,673,361,585,559,384,1402,487,598,729,349,213,191,788,2720,2213,989,82,0,0,82
168,3223,10608,720,895,492,1116,673,1047,893,610,2327,896,944,859,755,665,468,1431,3917,3104,1688,18,0,0,18
169,2323,6924,305,920,307,791,455,628,1123,117,1594,729,187,306,532,1298,118,1357,1679,2344,1426,15,6,0,9
170,2268,6673,383,877,391,617,406,777,838,247,1640,628,231,353,541,1143,392,845,2082,2072,1282,55,0,0,55
171,919,2529,153,327,213,226,186,375,325,33,617,302,127,126,196,470,199,399,655,769,507,7,0,0,7
172,2000,5626,398,774,222,606,478,563,766,193,1416,584,296,309,359,1036,439,692,1932,1586,977,0,0,0,0
173,1488,4103,378,377,313,420,337,576,359,216,1046,442,199,250,434,605,149,588,1370,1298,698,0,0,0,0
174,2341,5805,660,811,413,457,516,812,782,231,1772,569,401,449,439,1052,366,535,2321,1421,1162,13,0,0,13
175,2115,4350,818,819,269,209,400,928,688,99,1811,304,371,440,542,762,149,268,2624,847,462,30,0,0,30
176,1909,4448,518,822,333,236,272,822,688,127,1580,329,289,627,529,464,153,475,2272,971,577,4,0,0,4
177,3608,10247,855,1205,788,760,847,1173,1045,543,2883,725,695,1058,837,1018,364,1194,4492,2577,1620,30,0,0,30
178,2484,7213,405,956,444,679,609,746,748,381,1979,505,498,570,558,858,193,862,2506,2032,1620,8,0,0,8
179,2851,9016,515,1017,416,903,585,1103,746,417,2022,829,503,600,708,1040,499,1057,3461,2588,1411,7,0,0,7
180,1879,4885,527,729,332,291,289,738,647,205,1469,410,484,596,432,367,213,532,2128,1269,743,32,0,0,32
181,1965,6187,409,603,321,632,311,837,571,246,1419,546,457,510,530,468,312,816,2446,1522,1091,0,0,0,0
182,2525,7072,668,791,403,663,490,1038,588,409,2075,450,708,537,519,761,241,748,2550,2290,1243,5,0,0,5
183,2625,7500,674,697,584,670,787,778,629,431,1929,696,751,700,658,516,439,1014,2437,2143,1467,19,0,0,19
184,3170,10272,581,998,539,1052,833,823,1005,509,2397,773,678,867,587,1038,487,1259,3636,2779,2111,16,0,0,16
185,3005,8597,632,903,701,769,643,1002,956,404,2244,761,637,737,732,899,373,1018,3076,2455,1675,1,0,0,1
186,2768,8337,590,969,355,854,623,746,965,434,1958,810,503,836,569,860,465,1113,2963,2232,1564,37,0,0,37
187,1414,3952,292,421,371,330,393,412,513,96,1006,408,320,282,276,536,135,660,1009,1237,911,3,0,0,3
188,617,3819,186,165,165,101,203,201,175,38,567,50,431,119,43,24,13,1926,1530,168,182,2153,2152,0,1
189,3122,8258,1073,807,487,755,1009,1159,528,426,2637,485,1439,839,406,438,129,1199,4631,1403,896,0,0,0,0
190,1020,1612,640,257,95,28,497,379,114,30,962,58,486,249,172,113,20,65,714,348,465,5,0,0,5
191,1391,3922,293,466,297,335,449,361,388,193,1049,342,320,270,317,484,154,503,1147,1233,885,0,0,0,0
192,2672,7146,837,727,524,584,601,921,911,239,2083,589,1204,804,513,151,197,1336,3503,1331,779,4,0,0,4
193,2104,6682,433,461,581,629,439,527,640,498,1556,548,540,497,637,430,198,814,2862,1833,975,107,0,0,107
194,2185,7466,483,415,406,881,551,406,687,541,1467,718,423,856,531,375,250,1049,2768,1991,1408,24,0,0,24
195,1847,6471,289,563,344,651,309,584,564,390,1263,584,311,457,500,579,249,1126,2066,1838,1192,7,0,0,7
196,1948,6774,287,533,263,865,324,722,470,432,1352,596,303,581,579,485,280,1001,2778,1657,1058,21,0,0,21
197,1356,5681,147,307,274,628,206,326,359,465,874,482,212,433,373,338,317,679,1891,1767,1027,12,0,0,12
198,1756,5175,412,546,251,547,171,738,619,228,1237,519,584,669,349,154,366,902,1930,1087,890,0,0,0,0
199,1050,2589,296,378,215,161,96,406,473,75,850,200,187,347,349,167,95,216,1122,864,292,1,0,0,1
200,888,2937,165,262,154,307,201,204,311,172,635,253,224,282,259,123,168,417,1021,889,442,0,0,0,0
201,2498,8498,492,429,524,1053,404,871,866,357,1330,1168,1022,663,586,227,631,1839,3385,1719,924,20,0,0,20
202,2166,8222,355,514,356,941,267,586,772,541,1504,662,300,444,638,784,224,1139,3417,2322,1120,15,0,0,15
203,1513,5640,205,432,222,654,247,435,460,371,1008,505,479,330,401,303,258,765,2279,1437,901,0,0,0,0
204,2137,7749,325,611,411,790,326,819,605,387,1342,795,586,711,479,361,546,1060,3157,1846,1140,106,0,0,106
205,2369,8616,333,590,405,1041,459,553,894,463,1622,747,432,805,619,513,449,861,3210,2577,1519,15,0,0,15
206,1172,3633,180,447,227,318,297,338,347,190,850,322,176,330,350,316,181,554,1137,1091,670,0,0,0,0
207,1185,4353,216,202,301,466,193,409,291,292,751,434,365,381,264,175,150,694,1562,1202,745,0,0,0,0
208,2122,5455,594,629,409,490,390,931,707,94,1401,721,436,521,478,687,272,924,1567,1846,846,16,0,0,16
209,2369,7922,291,769,517,792,390,735,858,386,1572,797,439,658,620,652,360,1329,2735,2355,1143,19,0,0,19
210,980,3382,157,244,209,370,126,383,249,222,606,374,303,364,166,147,228,580,1434,791,349,24,0,0,24
211,2399,8476,488,680,497,734,518,718,695,468,1470,929,734,930,417,318,515,1942,3388,1762,869,88,0,0,88
212,1133,4010,188,308,191,446,179,374,410,170,705,428,328,274,289,242,302,728,1258,1168,554,79,0,0,79
213,2631,7348,601,838,539,653,676,548,873,534,1845,786,836,677,462,656,439,785,2756,2015,1353,43,0,0,43
214,2050,7149,169,571,556,754,459,514,793,284,1223,827,355,468,507,720,614,1041,2164,2038,1292,71,0,0,71
215,2029,6206,451,569,385,624,398,545,686,400,1478,551,446,741,462,380,224,1170,2658,1375,779,11,0,0,11
216,1392,3875,312,565,226,289,212,578,397,205,1106,286,274,391,412,315,139,395,1354,1224,763,5,0,0,5
217,1314,4339,211,392,321,390,218,364,488,244,869,445,237,285,347,445,204,728,1323,1402,682,102,0,0,102
218,1330,4054,350,375,240,365,285,284,542,219,972,358,299,292,442,297,287,489,1466,917,895,9,0,0,9
219,1926,6969,272,417,363,874,358,531,477,560,1366,560,306,401,640,579,170,996,2548,1864,1391,5,0,0,5
220,1947,6230,345,619,405,578,243,674,628,402,1320,627,349,409,595,594,376,884,2254,1945,771,22,0,0,22
221,1542,4926,309,397,327,509,261,468,524,289,1025,517,291,339,451,461,317,736,1757,1346,770,0,0,0,0
222,1633,3792,492,569,356,216,286,760,496,91,1153,480,285,437,499,412,223,547,1316,1280,426,5,0,0,5
223,1835,4312,656,535,337,307,331,876,517,111,1375,460,503,438,390,504,227,591,1571,1364,559,31,0,0,31
224,1259,3474,262,432,257,308,220,421,498,120,864,395,197,254,373,435,219,558,829,1401,467,0,0,0,0
225,1399,3709,287,521,315,276,245,501,516,137,1003,396,214,331,412,442,189,629,1053,1305,533,0,0,0,0
226,2400,6819,388,900,526,586,596,733,780,291,1640,760,402,580,514,904,368,1208,1916,2139,1188,6,0,0,6
227,2088,5838,542,605,473,468,542,706,566,274,1520,568,423,458,473,734,322,1009,1775,1562,1170,0,0,0,0
228,12,40,2,3,2,5,2,4,4,2,7,5,2,2,3,5,1,6,14,10,9,0,0,0,0
229,1749,5679,304,463,268,714,280,521,615,333,1069,680,203,359,571,616,302,1002,1892,1627,856,22,0,0,22
230,2921,9048,545,869,623,884,456,830,1266,369,1948,973,438,735,942,806,319,1316,3393,2517,1503,5,0,0,5
231,1534,5482,191,400,340,603,313,508,419,294,982,552,216,290,443,585,259,811,1642,1567,1203,99,0,0,99
232,1705,5464,283,534,347,541,386,399,684,236,1169,536,303,537,411,454,205,814,1679,1714,1052,188,0,0,188
233,3055,7377,887,1177,387,604,629,1212,1011,203,2325,730,688,782,712,873,413,869,2614,2136,1345,7,0,0,7
234,1610,2866,817,550,152,91,289,847,435,39,1425,185,423,462,304,421,111,196,1525,616,418,0,0,0,0
235,1129,3281,191,409,208,321,309,354,320,146,725,404,216,264,248,401,204,619,971,977,510,1,0,0,1
236,2123,5861,526,710,334,553,303,735,764,321,1495,628,309,469,678,667,321,1000,2009,1721,810,21,0,0,21
237,2515,8291,439,637,497,942,235,885,1026,369,1646,869,806,679,774,256,464,1612,3254,2324,637,77,0,0,77
